status,code,name,color,price,vin,dealership
in transit,GUS,"STI, manual",ICE Silver,"$35,730",JF1VA2M64G9803189,puente-hills.subaru
inventory,GUS,"STI, manual",ICE Silver,"$35,730",JF1VA2M62G9800386,puente-hills.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,730",JF1VA2M63G9805189,sierra.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,730",JF1VA2M62G9803644,ontario-ca.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,730",JF1VA2M64G9804052,ontario-ca.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,730",JF1VA2M60G9805165,singh.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$35,730",JF1VA2M68G9805480,subarupacific
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$35,730",JF1VA2M63G9804141,puente-hills.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$35,730",JF1VA2M62G9803997,puente-hills.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$35,730",JF1VA2M61G9804039,puente-hills.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$35,730",JF1VA2M67G9803848,sanbernardino.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$35,730",JF1VA2M63G9804396,sanbernardino.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$35,730",JF1VA2M68G9805205,sanbernardino.subaru
in transit,GUS,"STI, manual",Pure Red,"$35,730",JF1VA2M63G9804284,timmonssubaru
in transit,GUS,"STI, manual",Pure Red,"$35,730",JF1VA2M63G9804334,timmonssubaru
in transit,GUS,"STI, manual",Pure Red,"$35,730",JF1VA2M6XG9804170,timmonssubaru
inventory,GUS,"STI, manual",Pure Red,"$35,730",JF1VA2M63G9803300,glendale.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$35,730",JF1VA2M67G9804482,timmonssubaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$35,730",JF1VA2M6XG9804413,timmonssubaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$35,730",JF1VA2M6XG9803973,glendale.subaru
inventory,GUS,"STI, manual",WR Blue Pearl,"$35,730",JF1VA2M62G9802980,sierra.subaru
inventory,GUS,"STI, manual",WR Blue Pearl,"$35,730",JF1VA2M61G9803294,sierra.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$35,730",JF1VA2M62G9805474,singh.subaru
inventory,GUS,"STI, manual",WR Blue Pearl,"$35,730",JF1VA2M62G9804020,sanbernardino.subaru
in transit,?, 2016 Subaru WRX STI Sedan,Dark Gray,"$35,828",?,kirby-ventura.subaru
in transit,?, 2016 Subaru WRX STI Sedan,Dark Gray,"$35,828",?,kirby-ventura.subaru
in transit,?, 2016 Subaru WRX STI Sedan,ICE Silver,"$35,828",?,kirby-ventura.subaru
in transit,?, 2016 Subaru WRX STI Sedan,ICE Silver,"$35,828",?,kirby-ventura.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$35,828",JF1VA2M65G9803931,galpin.subaru
inventory,GUS,"STI, manual",Crystal Black Silica,"$35,828",JF1VA2M68G9802787,av.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$35,828",JF1VA2M6XG9805237,subarusantamonica
in transit,GUS,"STI, manual",Crystal White Pearl,"$35,828",JF1VA2M69G9805214,subarusantamonica
in transit,GUS,"STI, manual",Crystal White Pearl,"$35,828",JF1VA2M6XG9805304,subarusantamonica
in transit,GUS,"STI, manual",Crystal White Pearl,"$35,828",JF1VA2M6XG9803049,subarushermanoaks
in transit,GUS,"STI, manual",Crystal White Pearl,"$35,828",JF1VA2M60G9804100,galpin.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$35,828",JF1VA2M69G9804368,sangera.subaru
in transit,GUS,"STI, manual",Dark Gray,"$35,828",JF1VA2M68G9805558,subarusantamonica
in transit,GUS,"STI, manual",Dark Gray,"$35,828",JF1VA2M69G9803463,subarushermanoaks
inventory,GUS,"STI, manual",Dark Gray,"$35,828",JF1VA2M61G9801626,subarushermanoaks
in transit,GUS,"STI, manual",Dark Gray,"$35,828",JF1VA2M69G9802684,subarushermanoaks
inventory,GUS,"STI, manual",Dark Gray,"$35,828",JF1VA2M67G9802330,ladin.subaru
in transit,GUS,"STI, manual",Dark Gray,"$35,828",JF1VA2M6XG9805318,av.subaru
in transit,GUS,"STI, manual",Dark Gray,"$35,828",JF1VA2M65G9804044,sangera.subaru
in transit,GUS,"STI, manual",Dark Gray,"$35,828",JF1VA2M63G9804155,sangera.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,828",JF1VA2M69G9805181,ladin.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,828",JF1VA2M68G9805270,ladin.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,828",JF1VA2M67G9805485,av.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,828",JF1VA2M67G9805454,av.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,828",JF1VA2M67G9805499,av.subaru
in transit,GUS,"STI, manual",ICE Silver,"$35,828",JF1VA2M61G9803845,sangera.subaru
inventory,GUS,"STI, manual",Lapis Blue Pearl,"$35,828",JF1VA2M68G9802482,subarusantamonica
inventory,GUS,"STI, manual",Lapis Blue Pearl,"$35,828",JF1VA2M68G9802918,av.subaru
inventory,GUS,"STI, manual",Lapis Blue Pearl,"$35,828",JF1VA2M66G9803291,sangera.subaru
inventory,GUS,"STI, manual",WR Blue Pearl,"$35,828",JF1VA2M65G9803685,subarusantamonica
inventory,GUS,"STI, manual",WR Blue Pearl,"$35,828",JF1VA2M67G9803784,subarusantamonica
in transit,GUS,"STI, manual",WR Blue Pearl,"$35,828",JF1VA2M61G9804431,subarushermanoaks
in transit,GUS,"STI, manual",WR Blue Pearl,"$35,828",JF1VA2M68G9805219,galpin.subaru
inventory,GUS,"STI, manual",Crystal Black Silica,"$36,126",JF1VA2M68G9802952,elcajon.subaru
inventory,GUS,"STI, manual",Crystal Black Silica,"$36,126",JF1VA2M65G9803475,frank.subaru
inventory,GUS,"STI, manual",ICE Silver,"$36,126",JF1VA2M64G9801619,elcajon.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M65G9804495,southcoast.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M6XG9804363,southcoast.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M68G9804572,southcoast.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M66G9803906,irvine.subaru
inventory,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M61G9803750,elcajon.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M61G9804090,elcajon.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M62G9804552,kearnymesa.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M68G9804023,kearnymesa.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M69G9805228,palmsprings.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$36,202",JF1VA2M67G9805440,palmsprings.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M69G9803947,southcoast.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M68G9804085,southcoast.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M68G9803678,southcoast.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M63G9804611,irvine.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M65G9804657,irvine.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M66G9804487,irvine.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M62G9804602,elcajon.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M61G9804378,elcajon.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M61G9802761,elcajon.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$36,202",JF1VA2M65G9804206,kearnymesa.subaru
in transit,GUS,"STI, manual",Dark Gray,"$36,202",JF1VA2M67G9804563,irvine.subaru
in transit,GUS,"STI, manual",Dark Gray,"$36,202",JF1VA2M60G9803867,irvine.subaru
in transit,GUS,"STI, manual",Dark Gray,"$36,202",JF1VA2M6XG9803178,irvine.subaru
in transit,GUS,"STI, manual",Dark Gray,"$36,202",JF1VA2M63G9804575,irvine.subaru
in transit,GUS,"STI, manual",Dark Gray,"$36,202",JF1VA2M67G9804417,irvine.subaru
in transit,GUS,"STI, manual",Dark Gray,"$36,202",JF1VA2M65G9805579,kearnymesa.subaru
in transit,GUS,"STI, manual",Dark Gray,"$36,202",JF1VA2M69G9805200,kearnymesa.subaru
in transit,GUS,"STI, manual",ICE Silver,"$36,202",JF1VA2M62G9804499,irvine.subaru
in transit,GUS,"STI, manual",ICE Silver,"$36,202",JF1VA2M64G9804407,irvine.subaru
in transit,GUS,"STI, manual",ICE Silver,"$36,202",JF1VA2M69G9804113,irvine.subaru
in transit,GUS,"STI, manual",ICE Silver,"$36,202",JF1VA2M60G9803531,elcajon.subaru
in transit,GUS,"STI, manual",ICE Silver,"$36,202",JF1VA2M65G9804299,kearnymesa.subaru
in transit,GUS,"STI, manual",ICE Silver,"$36,202",JF1VA2M66G9804232,kearnymesa.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$36,202",JF1VA2M65G9804190,kearnymesa.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M66G9804361,irvine.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M65G9804531,irvine.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M62G9804454,irvine.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M67G9804241,kearnymesa.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M60G9804324,kearnymesa.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M6XG9804220,kearnymesa.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M67G9804255,kearnymesa.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M6XG9804539,kearnymesa.subaru
inventory,GUS,"STI, manual",ICE Silver,"$38,252",JF1VA2V67G9803590,glendale.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$38,330",JF1VA2V60G9805097,glendale.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$38,330",JF1VA2V69G9805616,subarupacific
in transit,GUS,"STI, manual",Crystal White Pearl,"$38,330",JF1VA2V65G9804172,ontario-ca.subaru
in transit,GUS,"STI, manual",Dark Gray,"$38,330",JF1VA2V63G9804929,puente-hills.subaru
inventory,GUS,"STI, manual",Dark Gray,"$38,330",JF1VA2V6XG9803955,sanbernardino.subaru
in transit,GUS,"STI, manual",ICE Silver,"$38,330",JF1VA2V67G9804707,puente-hills.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$38,330",JF1VA2V68G9805509,timmonssubaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$38,330",JF1VA2V67G9805081,timmonssubaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$38,330",JF1VA2V63G9805370,glendale.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$38,428",JF1VA2V63G9805109,subarusantamonica
in transit,GUS,"STI, manual",ICE Silver,"$38,428",JF1VA2V68G9804523,av.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$38,726",JF1VA2V67G9804738,southcoast.subaru
in transit,GUS,"STI, manual",Dark Gray,"$38,726",JF1VA2V67G9804402,kearnymesa.subaru
in transit,GUS,"STI, manual",ICE Silver,"$38,726",JF1VA2V61G9804380,irvine.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$38,726",JF1VA2V62G9804825,irvine.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$38,726",JF1VA2V65G9804348,frank.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$38,726",JF1VA2V66G9805251,irvine.subaru
inventory,?, 2016 Subaru WRX,ICE Silver,"$40,952",?,temecula.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",Crystal Black Silica,"$40,952",JF1VA2Y6XG9801800,glendale.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$40,952",JF1VA2Y65G9801736,glendale.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",Lapis Blue Pearl,"$40,952",JF1VA2Y63G9802366,glendale.subaru
inventory,GUW,"STI Limited, manual, low spoiler",Dark Gray,"$40,952",JF1VA2Z62G9800638,sanbernardino.subaru
inventory,?, 2016 Subaru WRX,Crystal White Pearl,"$41,030",?,temecula.subaru
in transit,?, 2016 Subaru WRX,Lapis Blue Pearl,"$41,030",?,temecula.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",Crystal Black Silica,"$41,030",JF1VA2Y67G9804184,renicksubaru
in transit,GUV,"STI Limited, manual, tall spoiler",Crystal Black Silica,"$41,030",JF1VA2Y69G9804364,puente-hills.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",Dark Gray,"$41,030",JF1VA2Y63G9804991,subarupacific
in transit,GUV,"STI Limited, manual, tall spoiler",Dark Gray,"$41,030",JF1VA2Y61G9804505,glendale.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",Dark Gray,"$41,030",JF1VA2Y6XG9805409,puente-hills.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,030",JF1VA2Y62G9804268,timmonssubaru
in transit,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,030",JF1VA2Y69G9804588,puente-hills.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,030",JF1VA2Y65G9803356,ontario-ca.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",Lapis Blue Pearl,"$41,030",JF1VA2Y60G9804186,singh.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",WR Blue Pearl,"$41,030",JF1VA2Y64G9804305,timmonssubaru
in transit,GUV,"STI Limited, manual, tall spoiler",WR Blue Pearl,"$41,030",JF1VA2Y65G9804118,ontario-ca.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Crystal White Pearl,"$41,030",JF1VA2Z69G9804301,puente-hills.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Dark Gray,"$41,030",JF1VA2Z65G9805025,glendale.subaru
in transit,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,030",JF1VA2Z66G9804885,timmonssubaru
inventory,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,030",JF1VA2Z63G9803502,singh.subaru
inventory,GUW,"STI Limited, manual, low spoiler",Pure Red,"$41,030",JF1VA2Z60G9802338,ontario-ca.subaru
in transit,?, 2016 Subaru WRX,ICE Silver,"$41,128",?,kirby-ventura.subaru
in transit,?, 2016 Subaru WRX,ICE Silver,"$41,128",?,kirby-ventura.subaru
in transit,?, 2016 Subaru WRX,WR Blue Pearl,"$41,128",?,kirby-ventura.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",Dark Gray,"$41,128",JF1VA2Y67G9804198,av.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,128",JF1VA2Y65G9803468,subarushermanoaks
in transit,GUW,"STI Limited, manual, low spoiler",Crystal Black Silica,"$41,128",JF1VA2Z6XG9804923,galpin.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Crystal Black Silica,"$41,128",JF1VA2Z64G9805629,sangera.subaru
inventory,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,128",JF1VA2Z69G9801527,subarushermanoaks
in transit,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,128",JF1VA2Z65G9804618,sangera.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Pure Red,"$41,128",JF1VA2Z60G9804395,av.subaru
inventory,GUW,"STI Limited, manual, low spoiler",WR Blue Pearl,"$41,128",JF1VA2Z67G9802871,galpin.subaru
inventory,GUW,"STI Limited, manual, low spoiler",Crystal White Pearl,"$41,381",JF1VA2Z60G9802467,subarupacific
in transit,GUV,"STI Limited, manual, tall spoiler",Crystal Black Silica,"$41,426",JF1VA2Y68G9804873,elcajon.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,426",JF1VA2Y65G9805317,southcoast.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",WR Blue Pearl,"$41,426",JF1VA2Y63G9804411,southcoast.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",WR Blue Pearl,"$41,426",JF1VA2Y68G9805621,elcajon.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Crystal White Pearl,"$41,426",JF1VA2Z68G9805021,elcajon.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Dark Gray,"$41,426",JF1VA2Z62G9804303,kearnymesa.subaru
in transit,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,426",JF1VA2Z68G9805150,southcoast.subaru
in transit,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,426",JF1VA2Z64G9805405,irvine.subaru
in transit,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,426",JF1VA2Z61G9804521,elcajon.subaru
in transit,GUW,"STI Limited, manual, low spoiler",WR Blue Pearl,"$41,426",JF1VA2Z64G9804643,elcajon.subaru
in transit,GUW,"STI Limited, manual, low spoiler",WR Blue Pearl,"$41,426",JF1VA2Z63G9802687,kearnymesa.subaru
